position_global,page_num,page_pos,competitor_listing_id,district,address,area_m2,price_rub,our_best_price_rub,price_alert,price_diff_rub,price_diff_pct,price_scope,pro_mark,pro_note,competitor_link,our_best_link,result,matched_count,reason
176,1,176,34127,,"Санкт-Петербург г, Шафировский пр-кт, 28",520,15 500 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-gotovogo-avtoservisnogo-biznesa-520-m2-1"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
177,1,177,34128,,"Санкт-Петербург г, Энергетиков пр-кт, 4к3",152.6,38 150 000,329 999,У нас дешевле на 37 820 001 (99.1%),-37 820 001,-99.1%,any_type,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-na-trafike-1526-m2"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/18554"",""ссылка"")",Корпус/строение не совпало,1,"На сайте rent 132 м² 329 999 =HYPERLINK(""https://app.worldcafe.ru/object/18554"",""ссылка"")"
178,1,178,34129,,"Санкт-Петербург г, Энергетиков пр-кт, 4к3",171.9,42 975 000,329 999,У нас дешевле на 42 645 001 (99.2%),-42 645 001,-99.2%,any_type,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-na-trafike-1719-m2"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/18554"",""ссылка"")",Корпус/строение не совпало,1,"На сайте rent 132 м² 329 999 =HYPERLINK(""https://app.worldcafe.ru/object/18554"",""ссылка"")"
179,1,179,34130,,"Санкт-Петербург г, Энергетиков пр-кт, 4к3",324.5,81 125 000,329 999,У нас дешевле на 80 795 001 (99.6%),-80 795 001,-99.6%,any_type,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-na-trafike-3245-m2"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/18554"",""ссылка"")",Корпус/строение не совпало,1,"На сайте rent 132 м² 329 999 =HYPERLINK(""https://app.worldcafe.ru/object/18554"",""ссылка"")"
180,1,180,34132,,"Санкт-Петербург г, Стачек пр-кт, 81к2стр1",865,160 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/zdanie-s-arendatorami-okupaemost-9-let"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
181,1,181,34133,,"Санкт-Петербург г, Энергетиков пр-кт, 4к3",322.5,80 625 000,329 999,У нас дешевле на 80 295 001 (99.6%),-80 295 001,-99.6%,any_type,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-kommerceskogo-pomeshheniia-3225-m2"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/18554"",""ссылка"")",Корпус/строение не совпало,1,"На сайте rent 132 м² 329 999 =HYPERLINK(""https://app.worldcafe.ru/object/18554"",""ссылка"")"
182,1,182,34075,,"Ленинградская обл, Всеволожск г, Плоткина ул, 16",31.2,6 200 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/pomeshhenie-v-osz-gustonaselennom-raione-312-m2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
183,1,183,33950,,"Санкт-Петербург г, Социалистическая ул, 24 А",97,32 000 000,135 000 000,У нас дороже на 103 000 000 (321.9%),103 000 000,321.9%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-s-arendatorom-novyi-remont-metro-3"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/19706"",""ссылка"")","По адресу есть, но площадь другая",1,"На сайте sale 316 м² 135 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/19706"",""ссылка"")"
184,1,184,33915,,"Санкт-Петербург г, Пискарёвский пр-кт, 10",165,33 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-vin-lab-165-m2"",""ссылка"")",,"По адресу есть, но площадь другая",8,"Без сделки no_deal 193 м² =HYPERLINK(""https://app.worldcafe.ru/object/17480"",""ссылка"") | Без сделки no_deal 113.1 м² =HYPERLINK(""https://app.worldcafe.ru/object/17481"",""ссылка"") | Без сделки no_deal 218.5 м² =HYPERLINK(""https://app.worldcafe.ru/object/17476"",""ссылка"") | Без сделки no_deal 64.3 м² =HYPERLINK(""https://app.worldcafe.ru/object/17479"",""ссылка"") | Без сделки no_deal 50 м² =HYPERLINK(""https://app.worldcafe.ru/object/17482"",""ссылка"") | Без сделки no_deal 299.4 м² =HYPERLINK(""https://app.worldcafe.ru/object/17483"",""ссылка"") | Без сделки no_deal 477.6 м² =HYPERLINK(""https://app.worldcafe.ru/object/17478"",""ссылка"") | Без сделки no_deal 844.6 м² =HYPERLINK(""https://app.worldcafe.ru/object/17475"",""ссылка"")"
185,1,185,33916,,"Ленинградская обл, Куровицы д, Вырицкий пр-кт, 165",818.7,100 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-sklada-s-zu-d-kurovicy"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
186,1,186,33917,,"Санкт-Петербург г, Веры Слуцкой ул, 46/2",1100,97 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zdaniia-1100-m2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
187,1,187,33918,,"Санкт-Петербург г, Энергетиков пр-кт, 4к3",184.8,46 200 000,329 999,У нас дешевле на 45 870 001 (99.3%),-45 870 001,-99.3%,any_type,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-1848-m2"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/18554"",""ссылка"")",Корпус/строение не совпало,1,"На сайте rent 132 м² 329 999 =HYPERLINK(""https://app.worldcafe.ru/object/18554"",""ссылка"")"
188,1,188,33834,,"Ленинградская обл, Корневские Гривки тер. ТСН, -, -",170172,165 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zu-tsn-kornevskie-grivki-17-ga"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
189,1,189,33733,,"Санкт-Петербург г, Дачный пр-кт, 11 А",165,33 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-v-zilom-massive-s-arendatorami"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
190,1,190,33725,,"Ленинградская обл, Аннино п, Садовая ул, 52к2",950,68 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/sklad-950-m2-s-kpan-balkoi-32-tzu"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
191,1,191,33704,,"Санкт-Петербург г, Ленина пр-кт, 58",555,75 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-gab-s-magnitomzu"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
192,1,192,33705,,"Ленинградская обл, деревня Заостровье, улица Труда, 14",555,75 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-gab-s-magnitomzu-1"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
193,1,193,33407,,"дер.Новая тер, -, 5 А",2390,120 000 000,54 000 000,У нас дешевле на 66 000 000 (55.0%),-66 000 000,-55.0%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zu-pod-zastroiku-tk-3"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/13775"",""ссылка"")","По адресу есть, но площадь другая",1,"Архив sale 2876 м² 54 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/13775"",""ссылка"")"
194,1,194,33288,,"Санкт-Петербург г, Заневский пр-кт, 65а",82.4,31 724 000,224 100,У нас дешевле на 31 499 900 (99.3%),-31 499 900,-99.3%,any_type,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-na-vysokom-trafike-824-m2"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/16269"",""ссылка"")","У нас аренда, у конкурента продажа",2,"Архив rent 83 м² 224 100 =HYPERLINK(""https://app.worldcafe.ru/object/16269"",""ссылка"") | Архив rent 83.4 м² 225 180 =HYPERLINK(""https://app.worldcafe.ru/object/16270"",""ссылка"")"
195,1,195,33173,,"Ленинградская обл, Выборг г, Ленина пр-кт, 10",478,47 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/investproekt-pod-apartamenty-v-centre-vyborga"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
196,1,196,33121,,"Ленинградская обл, Луга г, Свободы ул, 14",412,36 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/investicionnyi-proekt-monetkazu-412-kvm-1"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
197,1,197,32159,,"Ленинградская обл, Производственно-административная зона Порзолово тер, -, -",6230,15 575 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-ucastka-prom-naznaceniia-porzolovo-1"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
198,1,198,32158,,"Ленинградская обл, Производственно-административная зона Порзолово тер, -, -",6000,24 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-ucastka-prom-naznaceniia-porzolovo-60-sot-1"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
199,1,199,32157,,"Ленинградская обл, Производственно-административная зона Порзолово тер, -, -",8967,31 384 500,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-ucastka-prom-naznaceniia-porzolovo-89-sotok"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
200,1,200,32153,,"Ленинградская обл, Всеволожск г, Дорога Жизни ш, 12",8250,200 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-ucastka-pod-stroitelstvo-tk"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
201,1,201,32059,,"Ленинградская обл, Коваши д, -, -",69000,250 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zu-pod-zastroiku-taunxausov"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
202,1,202,31639,,"Санкт-Петербург г, Ветеранов пр-кт, 169 к4",1740,450 000 000,185 000 000,У нас дешевле на 265 000 000 (58.9%),-265 000 000,-58.9%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-perekrestka-1740-m2-v-novom-tc-1"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/18715"",""ссылка"")","По адресу есть, но площадь другая",1,"Архив sale 577 м² 185 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/18715"",""ссылка"")"
203,1,203,31638,,"Шушары п, Витебский пр-кт, -",20000,130 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-ucastka-pod-kommerciiu-v-susarax"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
204,1,204,31571,,"Санкт-Петербург г, Среднеохтинский пр-кт, 1к1",394.6,92 250 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/pomeshhenie-s-krupnymi-setevymi-arendatorami"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
205,1,205,31568,,"Репино п, -, -",20000,155 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-2-ga-lesa-v-repino"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
206,1,206,30901,,"Санкт-Петербург г, Авиаконструкторов пр-кт, 61",363,92 150 000,14 500 000,У нас дешевле на 77 650 000 (84.3%),-77 650 000,-84.3%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-gab-darkstor-samokat-363m2-1"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/18363"",""ссылка"")","По адресу есть, но площадь другая",5,"На сайте rent 75 м² 225 000 =HYPERLINK(""https://app.worldcafe.ru/object/18764"",""ссылка"") | На сайте sale 75 м² 18 462 000 =HYPERLINK(""https://app.worldcafe.ru/object/18764"",""ссылка"") | Архив rent 47 м² 94 000 =HYPERLINK(""https://app.worldcafe.ru/object/15837"",""ссылка"") | Архив rent 41 м² 0 =HYPERLINK(""https://app.worldcafe.ru/object/18363"",""ссылка"") | Архив sale 41 м² 14 500 000 =HYPERLINK(""https://app.worldcafe.ru/object/18363"",""ссылка"")"
207,1,207,29965,,"Ленинградская обл, Массив Скотное тер, -, -",12060,90 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-dvux-ucastkov-pod-kommerciiu"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
208,1,208,29961,,"Ленинградская обл, имени Морозова гп, Рабочего Батальона ул, 16к2",6800,150 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-promyslennogo-zdaniia-zu"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
209,1,209,29813,,"Санкт-Петербург г, Ветеранов пр-кт, 168 А",577,200 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/pomeshhenie-ploshhadiu-577-m2-s-arendatorami-2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
