position_global,page_num,page_pos,competitor_listing_id,district,address,area_m2,price_rub,our_best_price_rub,price_alert,price_diff_rub,price_diff_pct,price_scope,pro_mark,pro_note,competitor_link,our_best_link,result,matched_count,reason
1,1,1,50481,,"Санкт-Петербург, -, -",55,8 500 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-ellinga-v-iaxt-klube-baltiec"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
2,1,2,50471,,"Санкт-Петербург г, Большеохтинский пр-кт, 12",756,100 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/pomeshhenie-s-wb-i-aptekoi"",""ссылка"")",,"По адресу есть, но площадь другая",1,"Без сделки no_deal 730 м² =HYPERLINK(""https://app.worldcafe.ru/object/14194"",""ссылка"")"
3,1,3,50472,,"Санкт-Петербург г, Театральная пл, 16",127,35 800 000,36 000 000,У нас дороже на 200 000 (0.6%),200 000,0.6%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/pomeshhenie-s-ozon-i-iandeks"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/8931"",""ссылка"")",Совпало,2,"Архив rent 122 м² 317 000 =HYPERLINK(""https://app.worldcafe.ru/object/8931"",""ссылка"") | Архив sale 122 м² 36 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/8931"",""ссылка"")"
4,1,4,50473,,"Санкт-Петербург г, Муринская дор, 4к1",229,92 500 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/pomeshhenie-s-magnitom-i-pvz-wb-v-novom-zk"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
5,1,5,50474,,"Ленинградская обл, Кудрово г, Строителей пр-кт, 16",79.3,20 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/pomeshhenie-s-krasnym-i-belym-v-kudrovo"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
6,1,6,50475,,"Санкт-Петербург г, Фёдора Котанова ул, 5к1стр1",104.7,51 400 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-s-nds-s-arendatorom-1047-m2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
7,1,7,50464,,"Песочный п, Школьная ул, 80",85,24 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/pomeshhenie-s-wb-novogo-formata-v-zk"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
8,1,8,50462,,"Ленинградская обл, Мистолово д, -, -",12027,120 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-ucastka-pod-kommerciiu-12-ga"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
9,1,9,50450,,"Санкт-Петербург г, Северный пр-кт, 115к1 стр 1",91.2,29 900 000,10 800 000,У нас дешевле на 19 100 000 (63.9%),-19 100 000,-63.9%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/pomeshhenie-s-vingarazom-v-tc-ruci"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/18918"",""ссылка"")","По адресу есть, но площадь другая",4,"Архив rent 50 м² 90 000 =HYPERLINK(""https://app.worldcafe.ru/object/18964"",""ссылка"") | Архив sale 144 м² 31 500 000 =HYPERLINK(""https://app.worldcafe.ru/object/19421"",""ссылка"") | На сайте sale 17.9 м² 10 800 000 =HYPERLINK(""https://app.worldcafe.ru/object/18918"",""ссылка"") | Архив sale 260 м² 63 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/18902"",""ссылка"")"
10,1,10,50444,,"Стрельна п, Константина Тимошинина ул, 5",57.9,16 300 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-v-strelna"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
11,1,11,50441,,"Кронштадт г, Тулонская ал, 10стр1",64.9,22 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-s-saverlend"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
12,1,12,50443,,"Санкт-Петербург г, Кондратьевский пр-кт, 40к14",87.6,6 500 000,310 000 000,У нас дороже на 303 500 000 (4669.2%),303 500 000,4669.2%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/pomeshhenie-s-wb-87-m2okupaemost-8-let-1"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/7631"",""ссылка"")","По адресу есть, но площадь другая",1,"Архив sale 2200 м² 310 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/7631"",""ссылка"")"
13,1,13,50425,,"Санкт-Петербург г, Просвещения пр-кт, 53к1 литера Д",418,93 000 000,280 000,У нас дешевле на 92 720 000 (99.7%),-92 720 000,-99.7%,any_type,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-torgovogo-pomeshheniia-s-nds"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/12748"",""ссылка"")","По адресу есть, но площадь другая",2,"Архив rent 243.9 м² 390 000 =HYPERLINK(""https://app.worldcafe.ru/object/18075"",""ссылка"") | Архив rent 140 м² 280 000 =HYPERLINK(""https://app.worldcafe.ru/object/12748"",""ссылка"")"
14,1,14,50108,,"Санкт-Петербург г, Костюшко ул, 38",55.8,16 900 000,30 000 000,У нас дороже на 13 100 000 (77.5%),13 100 000,77.5%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/pomeshhenie-s-wb-1"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/19797"",""ссылка"")","По адресу есть, но площадь другая",1,"На сайте sale 140 м² 30 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/19797"",""ссылка"")"
15,1,15,50071,,"Санкт-Петербург г, Парфёновская ул, -",7861,700 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/zemelnyi-ucastok-pod-ziluiu-zastroiku"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
16,1,16,50068,,"Санкт-Петербург г, Малая Митрофаньевская ул, -",7233,700 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/zemelnyi-ucastok-pod-ziluiu-zastroiku-072-ga"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
17,1,17,50069,,"Ленинградская обл, Всеволожск г, Всеволожский пр-кт, 61",1983,105 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-tk-100-zapolniaemost"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
18,1,18,50070,,"Санкт-Петербург г, Кубинская ул, 4к1 А",4850,430 000 000,610 000,У нас дешевле на 429 390 000 (99.9%),-429 390 000,-99.9%,any_type,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-avtomobilnogo-kompleksa"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/15317"",""ссылка"")","По адресу есть, но площадь другая",1,"Архив rent 304 м² 610 000 =HYPERLINK(""https://app.worldcafe.ru/object/15317"",""ссылка"")"
19,1,19,50054,,"Ленинградская обл, Щеглово массив, -, -",353313,570 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zemelnyi-ucastkov-pod-ziluiu-zastroiku"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
20,1,20,50051,,"Ленинградская обл, Фёдоровское гп, -, -",166853,250 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zemelnogo-ucastka-pod-ziluiu-zastroiku"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
21,1,21,50058,,"Санкт-Петербург г, Ветеранов пр-кт, 198",25,14 300 000,16 500 000,У нас дороже на 2 200 000 (15.4%),2 200 000,15.4%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/obshhepit-saverma-25-m2-1"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/18003"",""ссылка"")",Совпало,2,"На сайте rent 25 м² 90 000 =HYPERLINK(""https://app.worldcafe.ru/object/18003"",""ссылка"") | На сайте sale 25 м² 16 500 000 =HYPERLINK(""https://app.worldcafe.ru/object/18003"",""ссылка"")"
22,1,22,50045,,"Санкт-Петербург г, Английский пр-кт, 20 А",127,18 000 000,0,У нас дешевле на 18 000 000 (100.0%),-18 000 000,-100.0%,any_type,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/skladskoi-kompleks-skladno"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/11234"",""ссылка"")","По адресу есть, но площадь другая",1,"Архив rent 19770 м² 0 =HYPERLINK(""https://app.worldcafe.ru/object/11234"",""ссылка"")"
23,1,23,50040,,"Ленинградская обл, Орехово п. ж/д ст., Главная ул, 50/1",688.3,165 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-osz-s-piaterockoi-zu"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
24,1,24,50000,,"Санкт-Петербург г, Ленинский пр-кт, 147к2",197,29 000 000,65 000 000,У нас дороже на 36 000 000 (124.1%),36 000 000,124.1%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-pod-biznes-197-m2"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/13330"",""ссылка"")","По адресу есть, но площадь другая",1,"Архив sale 363 м² 65 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/13330"",""ссылка"")"
25,1,25,49276,,"Шушары п, Нины Петровой ул, 8к1",152,48 600 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/pomeshhenie-s-ulybkoi-radugi"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
26,1,26,49277,,"Санкт-Петербург г, Заневский пр-кт, 42",68.4,28 500 000,21 791 782,У нас дешевле на 6 708 218 (23.5%),-6 708 218,-23.5%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/pomeshhenie-s-gab-salon-krasoty-u-metro-1"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/19078"",""ссылка"")",Совпало,2,"Архив sale 63.9 м² 21 791 782 =HYPERLINK(""https://app.worldcafe.ru/object/19078"",""ссылка"") | Архив sale 63.5 м² 26 700 000 =HYPERLINK(""https://app.worldcafe.ru/object/19077"",""ссылка"")"
27,1,27,49263,,"Ленинградская обл, Кудрово г, Столичная ул, 4к3",134,45 000 000,225 000,У нас дешевле на 44 775 000 (99.5%),-44 775 000,-99.5%,any_type,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/pomeshhenie-s-xeliksom"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/11399"",""ссылка"")","По адресу есть, но площадь другая",1,"Архив rent 150 м² 225 000 =HYPERLINK(""https://app.worldcafe.ru/object/11399"",""ссылка"")"
28,1,28,49242,,"Санкт-Петербург г, Стачек пр-кт, 41",124.2,35 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-s-vitrinami-na-trafike"",""ссылка"")",,Совпало,1,"Без сделки no_deal 124.2 м² =HYPERLINK(""https://app.worldcafe.ru/object/17416"",""ссылка"")"
29,1,29,49214,,"Санкт-Петербург г, Южное ш, 57к2 А",84.6,29 800 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/pomeshhenie-s-krasnoe-i-beloe-846-m2-v-zk"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
30,1,30,49211,,"Санкт-Петербург г, Белорусская ул, 4",1188.1,50 000 000,160 000,У нас дешевле на 49 840 000 (99.7%),-49 840 000,-99.7%,any_type,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/pomeshhenie-1200-m2-light-industrial"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/7983"",""ссылка"")","По адресу есть, но площадь другая",1,"Архив rent 350 м² 160 000 =HYPERLINK(""https://app.worldcafe.ru/object/7983"",""ссылка"")"
31,1,31,49215,,"Санкт-Петербург г, Реки Фонтанки наб, 89",88.6,12 500 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/pomeshhenie-s-arendatorom-klub-nastolnyx-igr"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
32,1,32,49177,,"Санкт-Петербург г, Демьяна Бедного ул, 28к1",156,47 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-s-arendatorami156m2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
33,1,33,49216,,"Санкт-Петербург г, Авиаконструкторов пр-кт, 38к1 А",153,43 000 000,0,У нас дешевле на 43 000 000 (100.0%),-43 000 000,-100.0%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-153-m2-s-arendatorami"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/14268"",""ссылка"")","По адресу есть, но площадь другая",1,"Архив sale 3127.6 м² 0 =HYPERLINK(""https://app.worldcafe.ru/object/14268"",""ссылка"")"
34,1,34,49217,,"Санкт-Петербург г, Демьяна Бедного ул, 28к1 А",125.4,36 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-s-arendatorami-1254-m2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
35,1,35,49218,,"Санкт-Петербург г, Благодатная ул, 35 А",91,29 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-s-arendatorami-vitriny-trafik-1"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
36,1,36,49219,,"Санкт-Петербург г, Шостаковича ул, 3к1",94,27 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-s-parikmaxerskoi-ozon-94m2"",""ссылка"")",,Совпало,1,"Без сделки no_deal 94 м² =HYPERLINK(""https://app.worldcafe.ru/object/16446"",""ссылка"")"
37,1,37,49220,,"Санкт-Петербург г, Обуховской Обороны пр-кт, 243 А",112,27 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/pomeshhenie-s-wildberries-112-m2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
38,1,38,49221,,"Санкт-Петербург г, Дунайский пр-кт, 34/16 А",110.5,25 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/pomeshhenie-s-iandeks-market-parikmaxerskaia"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
39,1,39,49176,,"Санкт-Петербург г, Светлановский пр-кт, 109",84.5,29 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-s-wildberries-845-m2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
40,1,40,49175,,"Санкт-Петербург г, Будапештская ул, 39",42,17 500 000,11 700 000,У нас дешевле на 5 800 000 (33.1%),-5 800 000,-33.1%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/pomeshhenie-s-arendatorom-wildberries"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/12893"",""ссылка"")",Совпало,1,"Архив sale 45 м² 11 700 000 =HYPERLINK(""https://app.worldcafe.ru/object/12893"",""ссылка"")"
41,1,41,49173,,"Санкт-Петербург г, Прибрежная ул, 4 А",60,15 800 000,610 000,У нас дешевле на 15 190 000 (96.1%),-15 190 000,-96.1%,any_type,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-s-pvz-ozon-60-m2"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/15317"",""ссылка"")","По адресу есть, но площадь другая",1,"Архив rent 304 м² 610 000 =HYPERLINK(""https://app.worldcafe.ru/object/15317"",""ссылка"")"
42,1,42,49172,,"Санкт-Петербург г, Английский пр-кт, 26",52,11 500 000,11 000 000,У нас дешевле на 500 000 (4.3%),-500 000,-4.3%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/pomeshhenie-s-arendatorom-52-m2"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/19729"",""ссылка"")",Совпало,1,"Архив sale 52 м² 11 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/19729"",""ссылка"")"
43,1,43,49222,,"Санкт-Петербург г, Английский пр-кт, 26 А",80,14 000 000,225 000,У нас дешевле на 13 775 000 (98.4%),-13 775 000,-98.4%,any_type,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/pomeshhenie-s-wildberries-80-m2"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/8360"",""ссылка"")","По адресу есть, но площадь другая",1,"Архив rent 250 м² 225 000 =HYPERLINK(""https://app.worldcafe.ru/object/8360"",""ссылка"")"
44,1,44,49138,,"Санкт-Петербург г, Большеохтинский пр-кт, 15к1 А",189.3,36 000 000,0,У нас дешевле на 36 000 000 (100.0%),-36 000 000,-100.0%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-psn-s-arendatorom-1893m2"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/14309"",""ссылка"")","По адресу есть, но площадь другая",1,"Архив sale 9044.1 м² 0 =HYPERLINK(""https://app.worldcafe.ru/object/14309"",""ссылка"")"
45,1,45,48857,,"Санкт-Петербург г, Гражданский пр-кт, 88к3",95.7,24 882 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-ofisa-riadom-s-metro-akademiceskaia-957m2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
46,1,46,48137,,"Санкт-Петербург г, Будапештская ул, 53",194.2,56 900 000,44 089 500,У нас дешевле на 12 810 500 (22.5%),-12 810 500,-22.5%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-1942-m2-s-arendatorom-magazin-produktov-1"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/15616"",""ссылка"")",Совпало,1,"Архив sale 194.2 м² 44 089 500 =HYPERLINK(""https://app.worldcafe.ru/object/15616"",""ссылка"")"
47,1,47,47923,,"Санкт-Петербург г, Косыгина пр-кт, 30к1 А",411.7,87 100 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-kfs-vingaraz-ozon-vb-4117-kvm"",""ссылка"")",,"По адресу есть, но площадь другая",1,"Без сделки no_deal 315 м² =HYPERLINK(""https://app.worldcafe.ru/object/15556"",""ссылка"")"
48,1,48,47920,,"Санкт-Петербург г, Косыгина пр-кт, 30к1 А",6857,1 117 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/tc-zebra-na-arendnom-potoke"",""ссылка"")",,"По адресу есть, но площадь другая",1,"Без сделки no_deal 315 м² =HYPERLINK(""https://app.worldcafe.ru/object/15556"",""ссылка"")"
49,1,49,47005,,"Санкт-Петербург г, Лиговский пр-кт, 19",92.4,49 900 000,52 000 000,У нас дороже на 2 100 000 (4.2%),2 100 000,4.2%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-gab-sever-metropol-naprotiv-bkz"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/18689"",""ссылка"")",Совпало,3,"Архив rent 92.4 м² 300 000 =HYPERLINK(""https://app.worldcafe.ru/object/18689"",""ссылка"") | На сайте sale 92.4 м² 52 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/18689"",""ссылка"") | Архив rent 96 м² 240 000 =HYPERLINK(""https://app.worldcafe.ru/object/11117"",""ссылка"")"
50,1,50,46956,,"Санкт-Петербург г, Маршала Жукова пр-кт, 28к1",72.5,36 500 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-c-setevoi-pekarnei-s-nds-1"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
51,1,51,49228,,"Санкт-Петербург г, Большая Пороховская ул, 29",205.6,39 900 000,42 000 000,У нас дороже на 2 100 000 (5.3%),2 100 000,5.3%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/pomeshhenie-s-magnitom-2056-m2-2"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/20197"",""ссылка"")",Совпало,1,"На сайте sale 205.6 м² 42 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/20197"",""ссылка"")"
52,1,52,46312,,"Санкт-Петербург г, Народная ул, 39 Б",1140,357 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-1140m-arendator-piaterocka-okupaemost-9let"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
53,1,53,46314,,"Санкт-Петербург г, Маршала Захарова ул, 18к1",185,37 000 000,37 000 000,Цена равна,0,0.0%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-s-rosal-1"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/19571"",""ссылка"")",Совпало,7,"На сайте rent 186 м² 446 000 =HYPERLINK(""https://app.worldcafe.ru/object/19571"",""ссылка"") | На сайте sale 186 м² 37 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/19571"",""ссылка"") | Без сделки no_deal 186 м² =HYPERLINK(""https://app.worldcafe.ru/object/19567"",""ссылка"") | Без сделки no_deal 186 м² =HYPERLINK(""https://app.worldcafe.ru/object/19568"",""ссылка"") | Без сделки no_deal 186 м² =HYPERLINK(""https://app.worldcafe.ru/object/19569"",""ссылка"") | Без сделки no_deal 186 м² =HYPERLINK(""https://app.worldcafe.ru/object/19570"",""ссылка"") | Без сделки no_deal 186 м² =HYPERLINK(""https://app.worldcafe.ru/object/19572"",""ссылка"")"
54,1,54,46284,,"Санкт-Петербург г, Троицкий пр-кт, 7",391.4,110 000 000,900 220,У нас дешевле на 109 099 780 (99.2%),-109 099 780,-99.2%,any_type,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-na-vysokom-trafike-3914-m2"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/19986"",""ссылка"")","У нас аренда, у конкурента продажа",1,"На сайте rent 391.4 м² 900 220 =HYPERLINK(""https://app.worldcafe.ru/object/19986"",""ссылка"")"
55,1,55,46187,,"Санкт-Петербург г, Пейзажная ул, 28к1стр1",643,170 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-parkinga-na-peizaznoi-2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
56,1,56,46161,,"Ленинградская обл, посёлок Пески, -, -",10000,50 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-zu-1-ga"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
57,1,57,46159,,"Ленинградская обл, Всеволожск г, Дорога Жизни ш, 46",53,11 000 000,105 000 000,У нас дороже на 94 000 000 (854.5%),94 000 000,854.5%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-pomeshheniia-53-m2-1"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/19005"",""ссылка"")","По адресу есть, но площадь другая",1,"Архив sale 653.4 м² 105 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/19005"",""ссылка"")"
58,1,58,46157,,"Санкт-Петербург, Ново-кировское шоссе, -",20000,100 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-vydelennyx-2-ga-promnaznaceniia"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
59,1,59,46111,,"Санкт-Петербург г, 1-й Предпортовый проезд, 15стр1",149,43 200 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-psn-14967m2-1"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
60,1,60,46106,,"Санкт-Петербург г, Уманский пер, 71",7314,65 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/zemelnyi-ucastok-ppomnaznaceniia-7314-m2"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
61,1,61,46170,,"Ленинградская обл, Токсово гп, Ленинградское ш, -",1500,150 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-skladskogo-zdaniia-1500-m2-1"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
62,1,62,45751,,"Санкт-Петербург г, Лужская ул, 10к1 литера Б",210,35 800 000,49 500 000,У нас дороже на 13 700 000 (38.3%),13 700 000,38.3%,sale_only,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/gab-s-samokatom-210-m2-2"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/11572"",""ссылка"")","По адресу есть, но площадь другая",2,"На сайте rent 157 м² 350 000 =HYPERLINK(""https://app.worldcafe.ru/object/11572"",""ссылка"") | На сайте sale 157 м² 49 500 000 =HYPERLINK(""https://app.worldcafe.ru/object/11572"",""ссылка"")"
63,1,63,49925,,"Ленинградская обл, Аннино п, 10-й Пятилетки ул, 2А",83.3,11 000 000,,,,,,no,nordwest_no_npro_scan,"=HYPERLINK(""https://nordwestinvest.ru/real-estates/prodaza-osz-s-arendatorom-okupaemost-99-let"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
