timestamp,session_id,respondent_id,respondent_label,index,object_id,address,district,area_m2,price_rub,sources,vote,rubric,rubric_class
2026-02-16T09:45:58,29,olya,Оля,2,obj_107,"Гранитная ул, 42 А",Красногвардейский,1339.7,385 819 200,KNRU#77/1313,right,,
2026-02-16T09:45:59,29,olya,Оля,3,obj_108,"Добролюбова пр-кт, 18а А",Петроградский,414,148 212 000,KNRU#78/1313,right,,
2026-02-16T09:46:02,29,olya,Оля,4,obj_110,"Ланское ш, 65литераА",Приморский,49,26 000 000,KNRU#80/1313,right,,
2026-02-16T09:46:03,29,olya,Оля,5,obj_112,"Ланское ш, 65литераА",Приморский,137,43 000 000,KNRU#81/1313,right,,
2026-02-16T09:46:10,29,olya,Оля,6,obj_113,"Ланское ш, 65литераА",Приморский,190,49 000 000,KNRU#82/1313,right,,
2026-02-16T09:46:23,29,olya,Оля,7,obj_115,Новоселье п.,Не указан,99.8,24 960 000,KNRU#83/1313,left,,
2026-02-16T09:46:24,29,olya,Оля,8,obj_116,Новоселье п.,Не указан,94.8,23 692 500,KNRU#84/1313,left,,
2026-02-16T09:46:25,29,olya,Оля,9,obj_118,Янино-1 уч-к,Не указан,88.3,15 830 397,KNRU#85/1313,right,,
2026-02-16T10:06:42,31,olya,Оля,0,obj_119,Янино-1 уч-к,Не указан,64.1,12 629 166,KNRU#86/1313,left,,
2026-02-16T10:06:44,31,olya,Оля,1,obj_120,Новоселье п.,Не указан,72.9,14 582 000,KNRU#87/1313,left,,
2026-02-16T10:07:27,34,olya,Оля,0,obj_113,"Ланское ш, 65литераА",Приморский,190,49 000 000,KNRU#82/1313,left,,
2026-02-16T10:07:28,34,olya,Оля,1,obj_122,Новоселье п.,Не указан,67.1,13 412 000,KNRU#88/1313,right,,
2026-02-16T10:07:29,34,olya,Оля,2,obj_123,"Лаголово дер., 2",Лаголово,18.9,8 492 148,KNRU#89/1313,left,,
2026-02-16T10:07:30,34,olya,Оля,3,obj_125,Лаголово дер.,Не указан,85.1,14 516 358,KNRU#90/1313,left,,
2026-02-16T10:07:31,34,olya,Оля,4,obj_126,Лаголово дер.,Не указан,43.2,9 035 280,KNRU#91/1313,right,,
2026-02-16T10:07:31,34,olya,Оля,5,obj_128,Лаголово дер.,Не указан,57.8,12 088 870,KNRU#92/1313,left,,
2026-02-16T10:07:43,34,olya,Оля,6,obj_129,Мурино г.,Не указан,54.7,14 799 228,KNRU#93/1313,right,,
2026-02-16T10:07:44,34,olya,Оля,7,obj_131,Мурино г.,Не указан,73.8,18 334 666,KNRU#94/1313,left,,
2026-02-16T10:07:44,34,olya,Оля,8,obj_132,Скотное дер.,Не указан,88.8,13 326 000,KNRU#95/1313,right,,
2026-02-16T10:07:45,34,olya,Оля,9,obj_133,Скотное дер.,Не указан,50.9,7 627 500,KNRU#96/1313,left,,
2026-02-16T10:07:45,34,olya,Оля,10,obj_135,Скотное дер.,Не указан,64.2,9 625 500,KNRU#97/1313,right,,
2026-02-16T10:07:56,34,olya,Оля,11,obj_136,Скотное дер.,Не указан,43.7,7 040 530,KNRU#98/1313,left,,
2026-02-16T10:07:57,34,olya,Оля,12,obj_138,Скотное дер.,Не указан,82.3,12 348 000,KNRU#99/1313,right,,
2026-02-16T10:07:57,34,olya,Оля,13,obj_139,Скотное дер.,Не указан,86.4,12 964 500,KNRU#100/1313,left,,
2026-02-16T10:08:00,34,olya,Оля,14,obj_140,"Гражданский пр-кт, 88к3",Не указан,95.7,24 882 000,Северо-Запад#45/588,right,,
2026-02-16T10:08:02,34,olya,Оля,15,obj_141,Виллозское г.п.,Не указан,147.1,35 180 337,KNRU#101/1313,left,,
2026-02-16T10:08:03,34,olya,Оля,16,obj_142,Виллозское г.п.,Не указан,105.7,24 842 779,KNRU#102/1313,left,,
2026-02-16T10:08:05,34,olya,Оля,17,obj_144,Виллозское г.п.,Не указан,102.9,24 529 043,KNRU#103/1313,left,,
2026-02-16T10:08:05,34,olya,Оля,18,obj_145,Виллозское г.п.,Не указан,124.8,27 273 424,KNRU#104/1313,right,,
2026-02-16T10:08:06,34,olya,Оля,19,obj_147,Виллозское г.п.,Не указан,166.7,39 579 336,KNRU#105/1313,right,,
2026-02-16T10:08:06,34,olya,Оля,20,obj_148,Виллозское г.п.,Не указан,139.6,30 477 987,KNRU#106/1313,right,,
2026-02-16T10:08:07,34,olya,Оля,21,obj_149,Виллозское г.п.,Не указан,94.8,23 770 338,KNRU#107/1313,right,,
2026-02-16T10:08:09,34,olya,Оля,22,obj_151,Лаголово дер.,Не указан,116.9,20 120 828,KNRU#108/1313,right,,
2026-02-16T10:08:10,34,olya,Оля,23,obj_152,Лаголово дер.,Не указан,112.1,18 198 314,KNRU#109/1313,right,,
2026-02-16T10:08:10,34,olya,Оля,24,obj_154,Лаголово дер.,Не указан,33.4,10 427 480,KNRU#110/1313,right,,
2026-02-16T10:08:11,34,olya,Оля,25,obj_155,"Центральная ул., д. 30 к 2",Не указан,69.8,14 786 888,KNRU#111/1313,right,,
2026-02-16T10:09:14,34,olya,Оля,0,obj_156,"Маршала Жукова пр-кт, 28к1",Не указан,72.5,36 500 000,Северо-Запад#50/588,right,,
2026-02-16T10:09:15,34,olya,Оля,1,obj_157,"Центральная ул., д. 30 к 2",Не указан,109.2,19 236 888,KNRU#112/1313,left,,
2026-02-16T10:10:12,34,olya,Оля,2,obj_158,"Центральная ул., д. 30 к 2",Не указан,94.5,16 620 888,KNRU#113/1313,right,,
2026-02-16T10:10:28,34,olya,Оля,0,obj_160,Новосаратовка дер.,Не указан,128.8,27 611 227,KNRU#115/1313,right,,
2026-02-16T10:10:29,34,olya,Оля,1,obj_161,Новосаратовка дер.,Не указан,220.1,46 407 726,KNRU#116/1313,left,,
2026-02-16T10:10:31,34,olya,Оля,0,obj_159,"Большая Пороховская ул, 29",Не указан,205.6,39 900 000,Северо-Запад#51/588,left,,
2026-02-16T10:11:03,34,olya,Оля,1,obj_165,"Маршала Захарова ул, 18к1",Не указан,185,37 000 000,Северо-Запад#53/588,right,,
2026-02-16T10:14:55,33,olya,Оля,0,obj_821,"Садовая, 77",Адмиралтейский,77,21 590 000,KNRU#637/1313,right,Срочно удалить дубль,duplicate_exact
2026-02-16T10:14:59,33,olya,Оля,1,obj_1534,"Луначарского пр-кт, 52к1 А",Не указан,332.5,47 000 000,Северо-Запад#530/588,right,Срочно удалить дубль,duplicate_exact
2026-02-16T10:15:00,33,olya,Оля,2,obj_1534,"Луначарского пр-кт, 52к1 А",Не указан,332.5,47 000 000,Северо-Запад#530/588,right,Срочно удалить дубль,duplicate_exact
2026-02-16T10:15:00,33,olya,Оля,3,obj_1534,"Луначарского пр-кт, 52к1 А",Не указан,332.5,47 000 000,Северо-Запад#530/588,left,Срочно удалить дубль,duplicate_exact
2026-02-16T10:15:01,33,olya,Оля,4,obj_1534,"Луначарского пр-кт, 52к1 А",Не указан,332.5,47 000 000,Северо-Запад#530/588,left,Срочно удалить дубль,duplicate_exact
2026-02-16T10:15:01,33,olya,Оля,5,obj_1534,"Луначарского пр-кт, 52к1 А",Не указан,332.5,47 000 000,Северо-Запад#530/588,right,Срочно удалить дубль,duplicate_exact
2026-02-16T10:15:02,33,olya,Оля,6,obj_1534,"Луначарского пр-кт, 52к1 А",Не указан,332.5,47 000 000,Северо-Запад#530/588,right,Срочно удалить дубль,duplicate_exact
2026-02-16T10:15:03,33,olya,Оля,7,obj_1534,"Луначарского пр-кт, 52к1 А",Не указан,332.5,47 000 000,Северо-Запад#530/588,right,Срочно удалить дубль,duplicate_exact
2026-02-16T10:15:03,33,olya,Оля,8,obj_1534,"Луначарского пр-кт, 52к1 А",Не указан,332.5,47 000 000,Северо-Запад#530/588,right,Срочно удалить дубль,duplicate_exact
2026-02-16T10:15:03,33,olya,Оля,9,obj_1534,"Луначарского пр-кт, 52к1 А",Не указан,332.5,47 000 000,Северо-Запад#530/588,right,Срочно удалить дубль,duplicate_exact
2026-02-16T10:15:04,33,olya,Оля,10,obj_1534,"Луначарского пр-кт, 52к1 А",Не указан,332.5,47 000 000,Северо-Запад#530/588,right,Срочно удалить дубль,duplicate_exact
2026-02-16T10:15:14,33,olya,Оля,0,obj_163,Новосаратовка дер.,Не указан,360,147 450 456,KNRU#117/1313,right,,
2026-02-16T10:15:15,33,olya,Оля,1,obj_164,Новосаратовка дер.,Не указан,75.2,17 975 542,KNRU#118/1313,right,,
2026-02-16T10:15:17,33,olya,Оля,2,obj_166,Лаголово дер.,Не указан,31.6,8 999 996,KNRU#119/1313,right,,
2026-02-16T10:15:19,33,olya,Оля,3,obj_167,Лаголово дер.,Не указан,239.3,76 678 213,KNRU#120/1313,right,,
2026-02-16T10:15:20,33,olya,Оля,4,obj_169,Лаголово дер.,Не указан,79.2,19 733 473,KNRU#121/1313,right,,
2026-02-16T10:15:21,33,olya,Оля,5,obj_170,Лаголово дер.,Не указан,170.4,38 632 258,KNRU#122/1313,right,,
2026-02-16T10:15:53,33,olya,Оля,6,obj_171,"Пейзажная ул, 28к1стр1",Не указан,643,170 000 000,Северо-Запад#55/588,right,,
2026-02-16T10:15:54,33,olya,Оля,7,obj_172,Лаголово дер.,Не указан,129.6,31 225 857,KNRU#123/1313,left,,
2026-02-16T10:19:09,33,olya,Оля,8,obj_173,Лаголово дер.,Не указан,80.4,20 143 360,KNRU#124/1313,right,,
2026-02-16T10:19:10,33,olya,Оля,9,obj_174,Лаголово дер.,Не указан,87.4,26 165 124,KNRU#125/1313,left,,
2026-02-16T10:19:13,33,olya,Оля,10,obj_175,"Ленинградская обл, посёлок Пески, -, -",Не указан,10000,50 000 000,Северо-Запад#56/588,right,,
2026-02-16T10:19:14,33,olya,Оля,11,obj_176,Лаголово дер.,Не указан,38.7,12 694 636,KNRU#126/1313,right,,
2026-02-16T10:19:18,33,olya,Оля,12,obj_177,Лаголово дер.,Не указан,145.6,34 113 127,KNRU#127/1313,left,,
2026-02-16T10:19:19,33,olya,Оля,13,obj_179,Лаголово дер.,Не указан,185.8,39 348 807,KNRU#128/1313,right,,
2026-02-16T10:19:19,33,olya,Оля,14,obj_180,Лаголово дер.,Не указан,98.4,27 479 687,KNRU#129/1313,right,,
2026-02-16T10:19:23,33,olya,Оля,15,obj_181,"Ново-кировское шоссе, -",Не указан,20000,100 000 000,Северо-Запад#58/588,left,,
2026-02-16T10:33:08,33,olya,Оля,16,obj_182,"Чехова ул., д. 39",Не указан,71.6,14 434 560,KNRU#130/1313,left,,
2026-02-16T10:33:10,33,olya,Оля,17,obj_183,Мурино г.,Не указан,86.9,23 093 505,KNRU#131/1313,left,,
2026-02-16T10:33:13,33,olya,Оля,18,obj_184,"1-й Предпортовый проезд, 15стр1",Не указан,149,43 200 000,Северо-Запад#59/588,left,,
2026-02-16T10:33:13,33,olya,Оля,19,obj_185,"Центральная ул., д. 30 к 1",Не указан,85.2,15 427 887,KNRU#132/1313,left,,
2026-02-16T10:33:14,33,olya,Оля,20,obj_186,"Центральная ул., д. 30 к 1",Не указан,119.8,21 494 887,KNRU#133/1313,right,,
2026-02-16T10:33:17,33,olya,Оля,21,obj_187,"Уманский пер, 71",Не указан,7314,65 000 000,Северо-Запад#60/588,left,,
2026-02-16T10:33:20,33,olya,Оля,22,obj_188,"Центральная ул., д. 30 к 1",Не указан,128,22 582 888,KNRU#134/1313,left,,
2026-02-16T10:33:20,33,olya,Оля,23,obj_189,"Центральная ул., д. 30 к 1",Не указан,151.6,26 626 888,KNRU#136/1313,left,,
2026-02-16T10:33:24,33,olya,Оля,24,obj_190,"Ленинградская обл, Токсово гп, Ленинградское ш, -",Не указан,1500,150 000 000,Северо-Запад#61/588,left,,
2026-02-16T10:33:25,33,olya,Оля,25,obj_191,"Центральная ул., д. 30 к 1",Не указан,105.1,20 207 887,KNRU#137/1313,left,,
2026-02-16T10:33:29,33,olya,Оля,26,obj_192,"Лужская ул, 10к1 литера Б",Не указан,210,35 800 000,Северо-Запад#62/588,right,,
2026-02-16T10:33:29,33,olya,Оля,27,obj_193,"Центральная ул., д. 30 к 1",Не указан,98,18 210 887,KNRU#140/1313,right,,
2026-02-16T10:33:33,33,olya,Оля,28,obj_194,"Ленинградская обл, Аннино п, 10-й Пятилетки ул, 2А",Не указан,83.3,11 000 000,Северо-Запад#63/588,left,,
2026-02-16T10:47:21,29,olya,Оля,10,obj_119,Янино-1 уч-к,Не указан,64.1,12 629 166,KNRU#86/1313,right,,
2026-02-16T10:47:22,29,olya,Оля,11,obj_195,"Мира ул., д. 9/1",Не указан,35.3,5 955 110,KNRU#141/1313,left,,
2026-02-16T10:47:23,29,olya,Оля,12,obj_196,"Мира ул., д. 9/1",Не указан,76,11 414 760,KNRU#142/1313,right,,
2026-02-16T10:47:40,29,olya,Оля,13,obj_197,"Ленинградская обл, Бугры п, Шекспира ул, 7",Не указан,120.3,36 090 000,Северо-Запад#64/588,right,,
2026-02-16T10:47:45,29,olya,Оля,14,obj_198,"Мира ул., д. 9/1",Не указан,81,12 362 880,KNRU#143/1313,left,,
2026-02-16T10:47:46,29,olya,Оля,15,obj_199,"Мира ул., д. 9/1",Не указан,54,8 726 400,KNRU#145/1313,left,,
2026-02-16T10:48:35,29,olya,Оля,16,obj_200,"Ленинградская обл, Дружная Горка гп, Садовая ул, 5",Не указан,1700,15 000 000,Северо-Запад#65/588,left,,
