position_global,page_num,page_pos,competitor_listing_id,deal_type,district,address,area_m2,price_rub,our_best_price_rub,price_alert,price_diff_rub,price_diff_pct,price_scope,pro_mark,pro_note,competitor_link,our_best_link,result,matched_count,reason
23,1,23,3669122469207958785,sale,,"Бассейная улица, 21",1044,200 000 000,1,У нас дешевле на 199 999 999 (100.0%),-199 999 999,-100.0%,any_type,no,yandex_tile_d3,"=HYPERLINK(""https://realty.yandex.ru/offer/3669122469207958785"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/8874"",""ссылка"")","По адресу есть, но площадь другая",2,"Архив rent 1117 м² 405 000 =HYPERLINK(""https://app.worldcafe.ru/object/9718"",""ссылка"") | Архив rent 0 м² 1 =HYPERLINK(""https://app.worldcafe.ru/object/8874"",""ссылка"")"
24,1,24,918486745967203841,sale,,"Московский проспект, 208",227.6,85 000 000,70 500 000,У нас дешевле на 14 500 000 (17.1%),-14 500 000,-17.1%,same_deal,no,yandex_tile_d3,"=HYPERLINK(""https://realty.yandex.ru/offer/918486745967203841"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/14046"",""ссылка"")",Совпало,2,"Архив rent 227.6 м² 460 000 =HYPERLINK(""https://app.worldcafe.ru/object/14046"",""ссылка"") | На сайте sale 227.6 м² 70 500 000 =HYPERLINK(""https://app.worldcafe.ru/object/14046"",""ссылка"")"
25,1,25,8388454866750474241,sale,,"улица Генерала Кравченко, 7к1",308,110 000 000,,,,,,no,yandex_tile_d3,"=HYPERLINK(""https://realty.yandex.ru/offer/8388454866750474241"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
26,1,26,4415627450757592065,sale,,"Пулковское шоссе, 53к2",2.1,70 000 000,,,,,,no,yandex_tile_d3,"=HYPERLINK(""https://realty.yandex.ru/offer/4415627450757592065"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
27,1,27,1328470194916883201,sale,,"Пулковское шоссе, 53к2",50,65 000 000,,,,,,no,yandex_tile_d3,"=HYPERLINK(""https://realty.yandex.ru/offer/1328470194916883201"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
28,1,28,3837996167971602689,sale,,"Малая Бухарестская улица, 12",267.5,95 600 000,140 000,У нас дешевле на 95 460 000 (99.9%),-95 460 000,-99.9%,any_type,no,yandex_tile_d3,"=HYPERLINK(""https://realty.yandex.ru/offer/3837996167971602689"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/19787"",""ссылка"")","По адресу есть, но площадь другая",2,"Архив rent 105 м² 185 000 =HYPERLINK(""https://app.worldcafe.ru/object/13451"",""ссылка"") | На сайте rent 69.7 м² 140 000 =HYPERLINK(""https://app.worldcafe.ru/object/19787"",""ссылка"")"
29,1,29,7240629703217335297,sale,,"Пулковское шоссе, 53А",1.2,150 000 000,,,,,,no,yandex_tile_d3,"=HYPERLINK(""https://realty.yandex.ru/offer/7240629703217335297"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
30,1,30,1888505119851672321,sale,,"Малая Митрофаньевская улица, 8к1",99.4,24 000 000,0,У нас дешевле на 24 000 000 (100.0%),-24 000 000,-100.0%,any_type,no,yandex_tile_d3,"=HYPERLINK(""https://realty.yandex.ru/offer/1888505119851672321"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/17112"",""ссылка"")","У нас аренда, у конкурента продажа",3,"Архив rent 99.4 м² 0 =HYPERLINK(""https://app.worldcafe.ru/object/17112"",""ссылка"") | Без сделки no_deal 97.1 м² =HYPERLINK(""https://app.worldcafe.ru/object/17113"",""ссылка"") | Архив rent 96.9 м² 220 000 =HYPERLINK(""https://app.worldcafe.ru/object/15325"",""ссылка"")"
31,1,31,8134003174429197313,sale,,"улица Чапаева, 7",2235.9,300 000 000,270 000 000,У нас дешевле на 30 000 000 (10.0%),-30 000 000,-10.0%,same_deal,no,yandex_tile_d3,"=HYPERLINK(""https://realty.yandex.ru/offer/8134003174429197313"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/13188"",""ссылка"")",Совпало,1,"Архив sale 2235 м² 270 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/13188"",""ссылка"")"
32,1,32,530720270097436929,sale,,"Исполкомская улица, 5",71.1,25 000 000,250 000,У нас дешевле на 24 750 000 (99.0%),-24 750 000,-99.0%,any_type,no,yandex_tile_d4,"=HYPERLINK(""https://realty.yandex.ru/offer/530720270097436929"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/10538"",""ссылка"")","По адресу есть, но площадь другая",2,"Архив rent 110 м² 250 000 =HYPERLINK(""https://app.worldcafe.ru/object/10538"",""ссылка"") | Архив business_sale 110 м² 2 990 000 =HYPERLINK(""https://app.worldcafe.ru/object/10538"",""ссылка"")"
33,1,33,6874493034359234049,sale,,"улица Рубинштейна, 23",57.6,39 500 000,33 000 000,У нас дешевле на 6 500 000 (16.5%),-6 500 000,-16.5%,same_deal,no,yandex_tile_d4,"=HYPERLINK(""https://realty.yandex.ru/offer/6874493034359234049"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/13424"",""ссылка"")",Совпало,1,"Архив sale 57.6 м² 33 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/13424"",""ссылка"")"
34,1,34,4925110013382920705,sale,,"Старо-Петергофский проспект, 41",110,32 000 000,80 000,У нас дешевле на 31 920 000 (99.8%),-31 920 000,-99.8%,any_type,no,yandex_tile_d4,"=HYPERLINK(""https://realty.yandex.ru/offer/4925110013382920705"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/7944"",""ссылка"")","По адресу есть, но площадь другая",3,"Архив rent 51 м² 80 000 =HYPERLINK(""https://app.worldcafe.ru/object/7944"",""ссылка"") | На сайте rent 50 м² 80 000 =HYPERLINK(""https://app.worldcafe.ru/object/11272"",""ссылка"") | Архив business_sale 50 м² 1 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/11272"",""ссылка"")"
35,1,35,7033840483342439169,sale,,"Лиговский проспект, 232",81,33 000 000,130 500,У нас дешевле на 32 869 500 (99.6%),-32 869 500,-99.6%,any_type,no,yandex_tile_d4,"=HYPERLINK(""https://realty.yandex.ru/offer/7033840483342439169"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/13963"",""ссылка"")","По адресу есть, но площадь другая",1,"Архив rent 87 м² 130 500 =HYPERLINK(""https://app.worldcafe.ru/object/13963"",""ссылка"")"
36,1,36,3900647431537073921,sale,,"проспект Римского-Корсакова, 93",100,35 500 000,32 300 000,У нас дешевле на 3 200 000 (9.0%),-3 200 000,-9.0%,same_deal,no,yandex_tile_d4,"=HYPERLINK(""https://realty.yandex.ru/offer/3900647431537073921"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/10634"",""ссылка"")",Совпало,2,"На сайте rent 100 м² 200 000 =HYPERLINK(""https://app.worldcafe.ru/object/10634"",""ссылка"") | На сайте sale 100 м² 32 300 000 =HYPERLINK(""https://app.worldcafe.ru/object/10634"",""ссылка"")"
37,1,37,8024067245375224065,sale,,"улица Рубинштейна, 26",256,200 000 000,1,У нас дешевле на 199 999 999 (100.0%),-199 999 999,-100.0%,same_deal,no,yandex_tile_d4,"=HYPERLINK(""https://realty.yandex.ru/offer/8024067245375224065"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/13437"",""ссылка"")","По адресу есть, но площадь другая",4,"Архив rent 265 м² 1 =HYPERLINK(""https://app.worldcafe.ru/object/10257"",""ссылка"") | На сайте sale 265 м² 200 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/10257"",""ссылка"") | Архив rent 90 м² 360 000 =HYPERLINK(""https://app.worldcafe.ru/object/11853"",""ссылка"") | Архив sale 42.7 м² 1 =HYPERLINK(""https://app.worldcafe.ru/object/13437"",""ссылка"")"
38,1,38,735655884383953409,sale,,"площадь Островского, 5",211,89 500 000,,,,,,no,yandex_tile_d4,"=HYPERLINK(""https://realty.yandex.ru/offer/735655884383953409"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
39,1,39,8952389212254932737,sale,,"Гороховая улица, 47В",78.7,44 080 000,0,У нас дешевле на 44 080 000 (100.0%),-44 080 000,-100.0%,any_type,no,yandex_tile_d4,"=HYPERLINK(""https://realty.yandex.ru/offer/8952389212254932737"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/11344"",""ссылка"")","По адресу есть, но площадь другая",1,"Архив rent 3000 м² 0 =HYPERLINK(""https://app.worldcafe.ru/object/11344"",""ссылка"")"
40,1,40,31431429574606593,sale,,"Разъезжая улица, 12",204,72 000 000,58 700 000,У нас дешевле на 13 300 000 (18.5%),-13 300 000,-18.5%,same_deal,no,yandex_tile_d4,"=HYPERLINK(""https://realty.yandex.ru/offer/31431429574606593"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/10047"",""ссылка"")","По адресу есть, но площадь другая",4,"Архив rent 210 м² 500 000 =HYPERLINK(""https://app.worldcafe.ru/object/14016"",""ссылка"") | На сайте sale 210 м² 75 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/14016"",""ссылка"") | Архив sale 290 м² 58 700 000 =HYPERLINK(""https://app.worldcafe.ru/object/10047"",""ссылка"") | Без сделки no_deal 342 м² =HYPERLINK(""https://app.worldcafe.ru/object/16716"",""ссылка"")"
41,1,41,8225120999456762625,sale,,"Московский проспект, 73к3",247,107 000 000,0,У нас дешевле на 107 000 000 (100.0%),-107 000 000,-100.0%,same_deal,no,yandex_tile_d5,"=HYPERLINK(""https://realty.yandex.ru/offer/8225120999456762625"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/18672"",""ссылка"")",Совпало,2,"Архив rent 247.7 м² 400 000 =HYPERLINK(""https://app.worldcafe.ru/object/9166"",""ссылка"") | Архив sale 247.7 м² 0 =HYPERLINK(""https://app.worldcafe.ru/object/18672"",""ссылка"")"
42,1,42,8784643666755544833,sale,,"проспект Стачек, 44",59.1,20 000 000,120 000,У нас дешевле на 19 880 000 (99.4%),-19 880 000,-99.4%,any_type,no,yandex_tile_d5,"=HYPERLINK(""https://realty.yandex.ru/offer/8784643666755544833"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/9805"",""ссылка"")","У нас аренда, у конкурента продажа",1,"Архив rent 60 м² 120 000 =HYPERLINK(""https://app.worldcafe.ru/object/9805"",""ссылка"")"
43,1,43,4188095768747247617,sale,,"Большой проспект Васильевского острова, 89",176.8,75 000 000,,,,,,no,yandex_tile_d5,"=HYPERLINK(""https://realty.yandex.ru/offer/4188095768747247617"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
44,1,44,2116557864787451393,sale,,"Садовая улица, 68",350,95 000 000,,,,,,no,yandex_tile_d5,"=HYPERLINK(""https://realty.yandex.ru/offer/2116557864787451393"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
45,1,45,3231095587929045761,sale,,"Гороховая улица, 22",121,65 000 000,64 900 000,У нас дешевле на 100 000 (0.2%),-100 000,-0.2%,same_deal,no,yandex_tile_d5,"=HYPERLINK(""https://realty.yandex.ru/offer/3231095587929045761"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/15543"",""ссылка"")","По адресу есть, но площадь другая",2,"Архив rent 159 м² 400 000 =HYPERLINK(""https://app.worldcafe.ru/object/15543"",""ссылка"") | На сайте sale 159 м² 64 900 000 =HYPERLINK(""https://app.worldcafe.ru/object/15543"",""ссылка"")"
46,1,46,6186788018464806657,sale,,"1-я Красноармейская улица, 15",7004,1 100 000 000,1 100 000 000,Цена равна,0,0.0%,same_deal,no,yandex_tile_d5,"=HYPERLINK(""https://realty.yandex.ru/offer/6186788018464806657"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/15364"",""ссылка"")",Совпало,1,"Архив sale 7000.3 м² 1 100 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/15364"",""ссылка"")"
47,1,47,3565114199485979393,sale,,"Невский проспект, 184",57.4,30 000 000,25 000 000,У нас дешевле на 5 000 000 (16.7%),-5 000 000,-16.7%,same_deal,no,yandex_tile_d5,"=HYPERLINK(""https://realty.yandex.ru/offer/3565114199485979393"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/13595"",""ссылка"")",Совпало,2,"Архив rent 57.4 м² 100 000 =HYPERLINK(""https://app.worldcafe.ru/object/13595"",""ссылка"") | Архив sale 57.4 м² 25 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/13595"",""ссылка"")"
48,1,48,6122987934380319489,sale,,"Новочеркасский проспект, 43/17",164.1,42 000 000,38 000 000,У нас дешевле на 4 000 000 (9.5%),-4 000 000,-9.5%,same_deal,no,yandex_tile_d5,"=HYPERLINK(""https://realty.yandex.ru/offer/6122987934380319489"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/13326"",""ссылка"")",Совпало,3,"Архив rent 164.1 м² 320 000 =HYPERLINK(""https://app.worldcafe.ru/object/13326"",""ссылка"") | Архив sale 164.1 м² 38 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/13326"",""ссылка"") | Архив rent 161.8 м² 0 =HYPERLINK(""https://app.worldcafe.ru/object/18671"",""ссылка"")"
49,1,49,4457280704782177793,sale,,"Гороховая улица, 46",100.4,50 000 000,50 000 000,Цена равна,0,0.0%,same_deal,no,yandex_tile_d5,"=HYPERLINK(""https://realty.yandex.ru/offer/4457280704782177793"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/8237"",""ссылка"")",Совпало,2,"Архив rent 100 м² 300 000 =HYPERLINK(""https://app.worldcafe.ru/object/8237"",""ссылка"") | На сайте sale 100 м² 50 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/8237"",""ссылка"")"
50,1,50,5529294142099991809,sale,,"Пушкинская улица, 9",216,40 000 000,42 000 000,У нас дороже на 2 000 000 (5.0%),2 000 000,5.0%,same_deal,no,yandex_tile_d5,"=HYPERLINK(""https://realty.yandex.ru/offer/5529294142099991809"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/13683"",""ссылка"")",Совпало,2,"Архив sale 216.9 м² 42 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/13683"",""ссылка"") | Без сделки no_deal 220 м² =HYPERLINK(""https://app.worldcafe.ru/object/11575"",""ссылка"")"
51,1,51,3500409202433188097,sale,,"3-я Советская улица, 24",80.4,23 000 000,21 000 000,У нас дешевле на 2 000 000 (8.7%),-2 000 000,-8.7%,same_deal,no,yandex_tile_d5,"=HYPERLINK(""https://realty.yandex.ru/offer/3500409202433188097"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/18581"",""ссылка"")",Совпало,1,"Архив sale 80.4 м² 21 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/18581"",""ссылка"")"
52,1,52,4931335144989811969,sale,,"Садовая улица, 21АБ",178,130 000 000,,,,,,no,yandex_tile_d5,"=HYPERLINK(""https://realty.yandex.ru/offer/4931335144989811969"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
53,1,53,4017765957708744705,sale,,"Невский проспект, 131Б",135,37 000 000,37 000 000,Цена равна,0,0.0%,same_deal,no,yandex_tile_d5,"=HYPERLINK(""https://realty.yandex.ru/offer/4017765957708744705"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/9579"",""ссылка"")",Совпало,2,"Архив rent 135 м² 190 000 =HYPERLINK(""https://app.worldcafe.ru/object/9579"",""ссылка"") | Архив sale 135 м² 37 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/9579"",""ссылка"")"
54,1,54,1602627205167244289,sale,,"улица Александра Невского, 3",250,89 000 000,74 990 000,У нас дешевле на 14 010 000 (15.7%),-14 010 000,-15.7%,same_deal,no,yandex_tile_d5,"=HYPERLINK(""https://realty.yandex.ru/offer/1602627205167244289"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/10063"",""ссылка"")",Совпало,2,"Архив rent 249 м² 350 000 =HYPERLINK(""https://app.worldcafe.ru/object/10063"",""ссылка"") | Архив sale 249 м² 74 990 000 =HYPERLINK(""https://app.worldcafe.ru/object/10063"",""ссылка"")"
55,1,55,6535611583572966145,sale,,"улица Маяковского, 16",71.9,48 600 000,26 000 000,У нас дешевле на 22 600 000 (46.5%),-22 600 000,-46.5%,same_deal,no,yandex_tile_d4,"=HYPERLINK(""https://realty.yandex.ru/offer/6535611583572966145"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/13828"",""ссылка"")",Совпало,4,"На сайте rent 71.9 м² 295 000 =HYPERLINK(""https://app.worldcafe.ru/object/15548"",""ссылка"") | На сайте sale 71.9 м² 48 600 000 =HYPERLINK(""https://app.worldcafe.ru/object/15548"",""ссылка"") | Архив sale 75.2 м² 26 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/13828"",""ссылка"") | Архив rent 75.3 м² 0 =HYPERLINK(""https://app.worldcafe.ru/object/13923"",""ссылка"")"
56,1,56,3492419100970467073,sale,,"Фурштатская улица, 32",93.7,17 000 000,16 000 000,У нас дешевле на 1 000 000 (5.9%),-1 000 000,-5.9%,same_deal,no,yandex_tile_d4,"=HYPERLINK(""https://realty.yandex.ru/offer/3492419100970467073"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/13291"",""ссылка"")",Совпало,3,"Архив rent 93.7 м² 60 000 =HYPERLINK(""https://app.worldcafe.ru/object/9995"",""ссылка"") | Архив sale 93.7 м² 16 500 000 =HYPERLINK(""https://app.worldcafe.ru/object/9995"",""ссылка"") | Архив sale 93.7 м² 16 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/13291"",""ссылка"")"
57,1,57,3298616302855998721,sale,,"Малая Садовая улица, 1/25",170,57 000 000,55 000 000,У нас дешевле на 2 000 000 (3.5%),-2 000 000,-3.5%,same_deal,no,yandex_tile_d4,"=HYPERLINK(""https://realty.yandex.ru/offer/3298616302855998721"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/14009"",""ссылка"")","По адресу есть, но площадь другая",4,"Архив rent 147 м² 450 000 =HYPERLINK(""https://app.worldcafe.ru/object/14009"",""ссылка"") | Архив sale 147 м² 55 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/14009"",""ссылка"") | Архив rent 220 м² 450 000 =HYPERLINK(""https://app.worldcafe.ru/object/13047"",""ссылка"") | Архив sale 220 м² 100 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/13047"",""ссылка"")"
58,1,58,7094680782961777665,sale,,"улица Жуковского, 49",189,95 000 000,0,У нас дешевле на 95 000 000 (100.0%),-95 000 000,-100.0%,same_deal,no,yandex_tile_d4,"=HYPERLINK(""https://realty.yandex.ru/offer/7094680782961777665"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/14173"",""ссылка"")","По адресу есть, но площадь другая",3,"Архив rent 216 м² 650 000 =HYPERLINK(""https://app.worldcafe.ru/object/14174"",""ссылка"") | Архив sale 216 м² 95 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/14174"",""ссылка"") | Архив sale 87 м² 0 =HYPERLINK(""https://app.worldcafe.ru/object/14173"",""ссылка"")"
