position_global,page_num,page_pos,competitor_listing_id,district,address,area_m2,price_rub,our_best_price_rub,price_alert,price_diff_rub,price_diff_pct,price_scope,pro_mark,pro_note,competitor_link,our_best_link,result,matched_count,reason
557,24,5,5,Западный мкр,"Авиаторов Балтики пр-кт, 5",265,15 000 000,630 000,У нас дешевле на 14 370 000 (95.8%),-14 370 000,-95.8%,any_type,no,none,"=HYPERLINK(""https://knru.ru/catalog/murino-pr-aviatorov-baltiki-d-5/"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/8972"",""ссылка"")","По адресу есть, но площадь другая",1,"Архив rent 700 м² 630 000 =HYPERLINK(""https://app.worldcafe.ru/object/8972"",""ссылка"")"
558,24,6,16,Центральный,"Ломоносова ул, 16",210,35 000 000,35 000 000,Цена равна,0,0.0%,sale_only,no,none,"=HYPERLINK(""https://knru.ru/catalog/ul-lomonosova-d-16/"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/9598"",""ссылка"")",Совпало,2,"Архив rent 210 м² 275 000 =HYPERLINK(""https://app.worldcafe.ru/object/9598"",""ссылка"") | На сайте sale 210 м² 35 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/9598"",""ссылка"")"
559,24,7,83,Петроградский,"Малый П.С. пр-кт, 79-81-83",91.6,52 000 000,,,,,,no,none,"=HYPERLINK(""https://knru.ru/catalog/malyy-pr-79-81-83/"",""ссылка"")",,"По адресу есть, но площадь другая",1,"Без сделки no_deal 240.5 м² =HYPERLINK(""https://app.worldcafe.ru/object/18344"",""ссылка"")"
560,24,8,805524045,Приморский,"Коломяжский пр-кт, 13 АС",96.9,28 119 700,,,,,,no,none,"=HYPERLINK(""https://knru.ru/catalog/pr-kolomyazhskiy-d-13-805524045/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
561,24,9,13,Приморский,"Коломяжский пр-кт, 13 АС",69.3,22 192 400,,,,,,no,none,"=HYPERLINK(""https://knru.ru/catalog/pr-kolomyazhskiy-d-13/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
562,24,10,11,Петроградский,"Большая Монетная ул, 11",167,35 000 000,,,,,,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/bolshaya-monetnaya-ul-d-11/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
563,24,11,1564865643,Центральный,"8-я Советская, 7",134,35 000 000,34 990 000,У нас дешевле на 10 000 (0.0%),-10 000,-0.0%,sale_only,no,none,"=HYPERLINK(""https://knru.ru/catalog/8-ya-sovetskaya-ul-d-7-1564865643/"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/15148"",""ссылка"")",Совпало,2,"На сайте rent 133.9 м² 180 000 =HYPERLINK(""https://app.worldcafe.ru/object/15148"",""ссылка"") | На сайте sale 133.9 м² 34 990 000 =HYPERLINK(""https://app.worldcafe.ru/object/15148"",""ссылка"")"
564,24,12,44,Василеостровский,"Наличная, 44",1052,185 000 000,77 000 000,У нас дешевле на 108 000 000 (58.4%),-108 000 000,-58.4%,sale_only,no,none,"=HYPERLINK(""https://knru.ru/catalog/nalichnaya-ul-d-44/"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/20226"",""ссылка"")","По адресу есть, но площадь другая",6,"Архив sale 1060.9 м² 171 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/13793"",""ссылка"") | Архив rent 1500 м² 2 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/12002"",""ссылка"") | На сайте sale 290 м² 77 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/20226"",""ссылка"") | Архив rent 271.5 м² 720 000 =HYPERLINK(""https://app.worldcafe.ru/object/12000"",""ссылка"") | Архив sale 271.5 м² 100 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/12000"",""ссылка"") | Архив rent 25 м² 30 000 =HYPERLINK(""https://app.worldcafe.ru/object/14551"",""ссылка"")"
565,24,13,1738581108,Пушкинский,"Окуловская ул, 18",79.6,14 900 000,,,,,,no,none,"=HYPERLINK(""https://knru.ru/catalog/sankt-peterburg-okulovskaya-ul-18-1738581108/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
566,24,14,8,Новый Оккервиль,"Ленинградская ул, 9/8",263,150 000 000,,,,,,no,none,"=HYPERLINK(""https://knru.ru/catalog/leningradskaya-ul-9-8/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
567,24,15,40,Фрунзенский,"Курская ул, 40",4821,460 000 000,,,,,,no,none,"=HYPERLINK(""https://knru.ru/catalog/kurskaya-ul-40/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
568,24,16,49,Фрунзенский,"Днепропетровская ул, 49",4786,460 000 000,,,,,,no,none,"=HYPERLINK(""https://knru.ru/catalog/dnepropetrovskaya-ul-49/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
569,24,17,,Уютный,"Строителей ул, 38к2",57,2 000 000,,,,,,no,none,"=HYPERLINK(""https://knru.ru/catalog/stroiteley-ul-38k2/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
570,24,18,68,Приморский,"Школьная ул, 68",200,49 900 000,47 500 000,У нас дешевле на 2 400 000 (4.8%),-2 400 000,-4.8%,sale_only,no,none,"=HYPERLINK(""https://knru.ru/catalog/shkolnaya-ul-68/"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/15803"",""ссылка"")","По адресу есть, но площадь другая",5,"На сайте sale 194.1 м² 47 500 000 =HYPERLINK(""https://app.worldcafe.ru/object/15803"",""ссылка"") | Без сделки no_deal 188.4 м² =HYPERLINK(""https://app.worldcafe.ru/object/15801"",""ссылка"") | Без сделки no_deal 187.9 м² =HYPERLINK(""https://app.worldcafe.ru/object/15800"",""ссылка"") | Без сделки no_deal 98.3 м² =HYPERLINK(""https://app.worldcafe.ru/object/15802"",""ссылка"") | Без сделки no_deal 72.9 м² =HYPERLINK(""https://app.worldcafe.ru/object/15799"",""ссылка"")"
571,24,19,9,Центральный,"Набережная, 9",445.5,46 000 000,,,,,,no,none,"=HYPERLINK(""https://knru.ru/catalog/naberezhnaya-9/"",""ссылка"")",,Нет у нас,0,Адрес не разобран
572,24,20,50,Адмиралтейский,"Лермонтовский пр-кт, 50",761,217 000 000,1,У нас дешевле на 216 999 999 (100.0%),-216 999 999,-100.0%,sale_only,no,none,"=HYPERLINK(""https://knru.ru/catalog/lermontovskiy-pr-kt-50/"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/13568"",""ссылка"")","По адресу есть, но площадь другая",1,"Архив sale 105 м² 1 =HYPERLINK(""https://app.worldcafe.ru/object/13568"",""ссылка"")"
573,24,21,61,Московский,"Варшавская ул, 61",186,76 000 000,,,,,,no,none,"=HYPERLINK(""https://knru.ru/catalog/varshavskaya-ul-d-61/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
574,24,22,,Центральный,"Реки Фонтанки наб, 40/68 Б",80,30 000 000,,,,,,no,none,"=HYPERLINK(""https://knru.ru/catalog/reki-fontanki-nab-40-68-b/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
575,24,23,,Центральный,"8-я Советская ул, 17 19 А",87.7,24 000 000,,,,,,no,none,"=HYPERLINK(""https://knru.ru/catalog/8-ya-sovetskaya-ul-17-19-a/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
576,24,24,1,Адмиралтейский,"Почтамтская ул, 1",160,160 000 000,0,У нас дешевле на 160 000 000 (100.0%),-160 000 000,-100.0%,sale_only,no,none,"=HYPERLINK(""https://knru.ru/catalog/pochtamtskaya-ul-1/"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/18761"",""ссылка"")",Совпало,1,"Архив sale 158.9 м² 0 =HYPERLINK(""https://app.worldcafe.ru/object/18761"",""ссылка"")"
577,25,1,,,"Кременчугская ул, 8а",31000,1 500 000 000,,,,,,no,none,"=HYPERLINK(""https://knru.ru/catalog/kremenchugskaya-ul-8a/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
578,25,2,1026916472,Центральный,"Маяковского ул, 10 А",107,37 000 000,3 350 000,У нас дешевле на 33 650 000 (90.9%),-33 650 000,-90.9%,any_type,no,none,"=HYPERLINK(""https://knru.ru/catalog/ul-mayakovskogo-d-10-1026916472/"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/11935"",""ссылка"")",Совпало,1,"Архив business_sale 108 м² 3 350 000 =HYPERLINK(""https://app.worldcafe.ru/object/11935"",""ссылка"")"
579,25,3,875604145,Фрунзенский,"Ярослава Гашека ул, 5",677,99 500 000,0,У нас дешевле на 99 500 000 (100.0%),-99 500 000,-100.0%,any_type,no,none,"=HYPERLINK(""https://knru.ru/catalog/ul-yaroslava-gasheka-d-5-875604145/"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/10711"",""ссылка"")","По адресу есть, но площадь другая",4,"Архив rent 230 м² 290 000 =HYPERLINK(""https://app.worldcafe.ru/object/8714"",""ссылка"") | Архив rent 216.6 м² 850 000 =HYPERLINK(""https://app.worldcafe.ru/object/18938"",""ссылка"") | rent 190 м² 0 =HYPERLINK(""https://app.worldcafe.ru/object/10711"",""ссылка"") | Архив rent 185 м² 665 000 =HYPERLINK(""https://app.worldcafe.ru/object/10714"",""ссылка"")"
580,25,4,39,Фрунзенский,"Будапештская ул, 39",42,19 500 000,11 700 000,У нас дешевле на 7 800 000 (40.0%),-7 800 000,-40.0%,sale_only,no,none,"=HYPERLINK(""https://knru.ru/catalog/ul-budapeshtskaya-d-39/"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/12893"",""ссылка"")",Совпало,1,"Архив sale 45 м² 11 700 000 =HYPERLINK(""https://app.worldcafe.ru/object/12893"",""ссылка"")"
581,25,5,522915011,Калининский,"Демьяна Бедного ул, 28",156,45 000 000,,,,,,no,none,"=HYPERLINK(""https://knru.ru/catalog/ul-demyana-bednogo-d-28-1-522915011/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
582,25,6,1,Калининский,"Демьяна Бедного ул, 28",125,35 000 000,,,,,,no,none,"=HYPERLINK(""https://knru.ru/catalog/ul-demyana-bednogo-d-28-1/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
583,25,7,16,Фрунзенский,"Дунайский пр-кт, 34",111,26 000 000,,,,,,no,none,"=HYPERLINK(""https://knru.ru/catalog/dunayskiy-pr-d-34-16/"",""ссылка"")",,Совпало,4,"Без сделки no_deal 111 м² =HYPERLINK(""https://app.worldcafe.ru/object/16581"",""ссылка"") | Без сделки no_deal 113.6 м² =HYPERLINK(""https://app.worldcafe.ru/object/16586"",""ссылка"") | Без сделки no_deal 114.5 м² =HYPERLINK(""https://app.worldcafe.ru/object/16580"",""ссылка"") | Без сделки no_deal 114.7 м² =HYPERLINK(""https://app.worldcafe.ru/object/16566"",""ссылка"")"
584,25,8,15,Адмиралтейский,"Бронницкая ул, 15",80,28 000 000,,,,,,no,none,"=HYPERLINK(""https://knru.ru/catalog/bronnitskaya-ul-d-15/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
585,25,9,1030192373,Невский,"Прибрежная ул, 4",74,25 000 000,18 000 000,У нас дешевле на 7 000 000 (28.0%),-7 000 000,-28.0%,sale_only,no,none,"=HYPERLINK(""https://knru.ru/catalog/pribrezhnaya-ul-d-4-1030192373/"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/18610"",""ссылка"")","По адресу есть, но площадь другая",1,"На сайте sale 60 м² 18 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/18610"",""ссылка"")"
586,25,10,4,Невский,"Прибрежная ул, 4",60,15 000 000,18 000 000,У нас дороже на 3 000 000 (20.0%),3 000 000,20.0%,sale_only,no,none,"=HYPERLINK(""https://knru.ru/catalog/pribrezhnaya-ul-d-4/"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/18610"",""ссылка"")",Совпало,1,"На сайте sale 60 м² 18 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/18610"",""ссылка"")"
587,25,11,1012831632,Невский,"Обуховской Обороны пр-кт, 243",105,26 000 000,,,,,,no,none,"=HYPERLINK(""https://knru.ru/catalog/pr-obukhovskoy-oborony-d-243-1012831632/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
588,25,12,243,Невский,"Обуховской Обороны пр-кт, 243",112,27 000 000,,,,,,no,none,"=HYPERLINK(""https://knru.ru/catalog/pr-obukhovskoy-oborony-d-243/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
589,25,13,1042529325,Адмиралтейский,"Английский пр-кт, 26",52,14 000 000,11 000 000,У нас дешевле на 3 000 000 (21.4%),-3 000 000,-21.4%,sale_only,yes,pixel_heuristic,"=HYPERLINK(""https://knru.ru/catalog/angliyskiy-pr-d-26-1042529325/"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/19729"",""ссылка"")",Совпало,1,"Архив sale 52 м² 11 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/19729"",""ссылка"")"
590,25,14,26,Адмиралтейский,"Английский пр-кт, 26",80,14 000 000,11 000 000,У нас дешевле на 3 000 000 (21.4%),-3 000 000,-21.4%,sale_only,no,none,"=HYPERLINK(""https://knru.ru/catalog/angliyskiy-pr-d-26/"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/19729"",""ссылка"")","По адресу есть, но площадь другая",3,"Архив sale 52 м² 11 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/19729"",""ссылка"") | Архив rent 268 м² 345 000 =HYPERLINK(""https://app.worldcafe.ru/object/10041"",""ссылка"") | Архив sale 268 м² 35 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/10041"",""ссылка"")"
591,25,15,70,Выборгский,"Энгельса пр-кт, 70/1",52,18 000 000,,,,,,no,none,"=HYPERLINK(""https://knru.ru/catalog/pr-engelsa-d-70/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
592,25,16,35,Московский,"Благодатная ул, 35",91,32 000 000,0,У нас дешевле на 32 000 000 (100.0%),-32 000 000,-100.0%,sale_only,no,none,"=HYPERLINK(""https://knru.ru/catalog/ul-blagodatnaya-d-35/"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/20199"",""ссылка"")",Совпало,1,"Архив sale 90.6 м² 0 =HYPERLINK(""https://app.worldcafe.ru/object/20199"",""ссылка"")"
593,25,17,27,Приморский,"Коннолахтинский пр-кт, 27",740,140 000 000,,,,,,no,none,"=HYPERLINK(""https://knru.ru/catalog/olgino-konnolakhtinskiy-pr-d-27/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
594,25,18,1,Выборгский,"Шостаковича ул, 3",94,29 000 000,,,,,,no,none,"=HYPERLINK(""https://knru.ru/catalog/ul-shostakovicha-d-3-korp-1/"",""ссылка"")",,Совпало,1,"Без сделки no_deal 94 м² =HYPERLINK(""https://app.worldcafe.ru/object/16446"",""ссылка"")"
595,25,19,1,Калининский,"Светлановский пр-кт, 109к1",85,25 000 000,,,,,,no,none,"=HYPERLINK(""https://knru.ru/catalog/svetlanovskiy-pr-d-109-korp-1/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
596,25,20,1,Приморский,"Авиаконструкторов пр-кт, 1",53,18 000 000,17 700 000,У нас дешевле на 300 000 (1.7%),-300 000,-1.7%,sale_only,no,none,"=HYPERLINK(""https://knru.ru/catalog/aviakonstruktorov-pr-kt-1/"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/14425"",""ссылка"")",Совпало,1,"Архив sale 53 м² 17 700 000 =HYPERLINK(""https://app.worldcafe.ru/object/14425"",""ссылка"")"
597,25,21,38,Приморский,"Авиаконструкторов пр-кт, 38",153,45 000 000,,,,,,no,none,"=HYPERLINK(""https://knru.ru/catalog/pr-aviakonstruktorov-d-38/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
598,25,22,,Адмиралтейский,"Вознесенский пр-кт, 41 К",83,24 900 000,,,,,,no,none,"=HYPERLINK(""https://knru.ru/catalog/pr-voznesenskiy-d-41k/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
599,25,23,2119146890,Выборгский,"9-й Верхний пер, 3",2000,25 000 000,,,,,,no,none,"=HYPERLINK(""https://knru.ru/catalog/9-y-verkhniy-per-d-3-2119146890/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
600,25,24,52100754,Петроградский,"Профессора Попова ул, 47к7",86.1,75 713 406,180 000,У нас дешевле на 75 533 406 (99.8%),-75 533 406,-99.8%,any_type,no,none,"=HYPERLINK(""https://knru.ru/catalog/professora-popova-ul-47k7-52100754/"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/12806"",""ссылка"")","По адресу есть, но площадь другая",2,"Архив rent 300 м² 180 000 =HYPERLINK(""https://app.worldcafe.ru/object/12806"",""ссылка"") | На сайте rent 350 м² 250 000 =HYPERLINK(""https://app.worldcafe.ru/object/12877"",""ссылка"")"
601,26,1,,Петроградский,"Профессора Попова ул, 47к7",124.8,108 636 334,180 000,У нас дешевле на 108 456 334 (99.8%),-108 456 334,-99.8%,any_type,no,none,"=HYPERLINK(""https://knru.ru/catalog/professora-popova-ul-47k7/"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/12806"",""ссылка"")","По адресу есть, но площадь другая",2,"Архив rent 300 м² 180 000 =HYPERLINK(""https://app.worldcafe.ru/object/12806"",""ссылка"") | На сайте rent 350 м² 250 000 =HYPERLINK(""https://app.worldcafe.ru/object/12877"",""ссылка"")"
602,26,2,,Петроградский,"Профессора Попова ул, 47к6",73.4,41 090 819,180 000,У нас дешевле на 40 910 819 (99.6%),-40 910 819,-99.6%,any_type,no,none,"=HYPERLINK(""https://knru.ru/catalog/professora-popova-ul-47k6/"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/12806"",""ссылка"")","По адресу есть, но площадь другая",2,"Архив rent 300 м² 180 000 =HYPERLINK(""https://app.worldcafe.ru/object/12806"",""ссылка"") | На сайте rent 350 м² 250 000 =HYPERLINK(""https://app.worldcafe.ru/object/12877"",""ссылка"")"
603,26,3,,Петроградский,"Профессора Попова ул, 47к3",81.8,56 173 128,180 000,У нас дешевле на 55 993 128 (99.7%),-55 993 128,-99.7%,any_type,no,none,"=HYPERLINK(""https://knru.ru/catalog/professora-popova-ul-47k3/"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/12806"",""ссылка"")","По адресу есть, но площадь другая",2,"Архив rent 300 м² 180 000 =HYPERLINK(""https://app.worldcafe.ru/object/12806"",""ссылка"") | На сайте rent 350 м² 250 000 =HYPERLINK(""https://app.worldcafe.ru/object/12877"",""ссылка"")"
604,26,4,424608133,Петроградский,"Профессора Попова ул, 47к2",94.1,48 711 542,180 000,У нас дешевле на 48 531 542 (99.6%),-48 531 542,-99.6%,any_type,no,none,"=HYPERLINK(""https://knru.ru/catalog/professora-popova-ul-47k2-424608133/"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/12806"",""ссылка"")","По адресу есть, но площадь другая",2,"Архив rent 300 м² 180 000 =HYPERLINK(""https://app.worldcafe.ru/object/12806"",""ссылка"") | На сайте rent 350 м² 250 000 =HYPERLINK(""https://app.worldcafe.ru/object/12877"",""ссылка"")"
605,26,5,1863591767,Петроградский,"Профессора Попова ул, 47к2",92.2,59 784 448,180 000,У нас дешевле на 59 604 448 (99.7%),-59 604 448,-99.7%,any_type,no,none,"=HYPERLINK(""https://knru.ru/catalog/professora-popova-ul-47k2-1863591767/"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/12806"",""ссылка"")","По адресу есть, но площадь другая",2,"Архив rent 300 м² 180 000 =HYPERLINK(""https://app.worldcafe.ru/object/12806"",""ссылка"") | На сайте rent 350 м² 250 000 =HYPERLINK(""https://app.worldcafe.ru/object/12877"",""ссылка"")"
606,26,6,,Петроградский,"Профессора Попова ул, 47к2",118.8,100 247 715,180 000,У нас дешевле на 100 067 715 (99.8%),-100 067 715,-99.8%,any_type,no,none,"=HYPERLINK(""https://knru.ru/catalog/professora-popova-ul-47k2/"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/12806"",""ссылка"")","По адресу есть, но площадь другая",2,"Архив rent 300 м² 180 000 =HYPERLINK(""https://app.worldcafe.ru/object/12806"",""ссылка"") | На сайте rent 350 м² 250 000 =HYPERLINK(""https://app.worldcafe.ru/object/12877"",""ссылка"")"
607,26,7,,Петроградский,"Профессора Попова ул, 47к1",115.8,100 801 984,180 000,У нас дешевле на 100 621 984 (99.8%),-100 621 984,-99.8%,any_type,no,none,"=HYPERLINK(""https://knru.ru/catalog/professora-popova-ul-47k1/"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/12806"",""ссылка"")","По адресу есть, но площадь другая",2,"Архив rent 300 м² 180 000 =HYPERLINK(""https://app.worldcafe.ru/object/12806"",""ссылка"") | На сайте rent 350 м² 250 000 =HYPERLINK(""https://app.worldcafe.ru/object/12877"",""ссылка"")"
608,26,8,394890104,Красносельский,"Восстановления ул, 19",117,20 889 855,17 813 400,У нас дешевле на 3 076 455 (14.7%),-3 076 455,-14.7%,sale_only,no,none,"=HYPERLINK(""https://knru.ru/catalog/ul-vosstanovleniya-d-19-394890104/"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/15625"",""ссылка"")","По адресу есть, но площадь другая",2,"На сайте sale 108 м² 17 813 400 =HYPERLINK(""https://app.worldcafe.ru/object/15625"",""ссылка"") | На сайте sale 163.4 м² 22 060 350 =HYPERLINK(""https://app.worldcafe.ru/object/15626"",""ссылка"")"
609,26,9,1515135320,Василеостровский,"Челюскина ул, 10стр1",82.8,30 629 999,,,,,,no,none,"=HYPERLINK(""https://knru.ru/catalog/ul-chelyuskina-d-10-1515135320/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
610,26,10,884862994,Василеостровский,"Челюскина ул, 10стр1",94.1,34 609 999,,,,,,no,none,"=HYPERLINK(""https://knru.ru/catalog/ul-chelyuskina-d-10-884862994/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
611,26,11,1570631734,Василеостровский,"Челюскина ул, 10стр1",116.1,42 359 999,,,,,,no,none,"=HYPERLINK(""https://knru.ru/catalog/ul-chelyuskina-d-10-1570631734/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
612,26,12,396456243,Василеостровский,"Челюскина ул, 10стр1",107.7,39 309 999,,,,,,no,none,"=HYPERLINK(""https://knru.ru/catalog/ul-chelyuskina-d-10-396456243/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
613,26,13,1435987852,Василеостровский,"Челюскина ул, 10стр1",72.9,26 680 000,,,,,,no,none,"=HYPERLINK(""https://knru.ru/catalog/ul-chelyuskina-d-10-1435987852/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
614,26,14,1593490177,Василеостровский,"Челюскина ул, 10стр1",81.7,32 959 000,,,,,,no,none,"=HYPERLINK(""https://knru.ru/catalog/ul-chelyuskina-d-10-1593490177/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
615,26,15,2103524717,Василеостровский,"Челюскина ул, 10стр1",71.8,28 379 999,,,,,,no,none,"=HYPERLINK(""https://knru.ru/catalog/ul-chelyuskina-d-10-2103524717/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
616,26,16,996340439,Всеволожский,"Ленинградская, 1",99,33 171 700,200 000,У нас дешевле на 32 971 700 (99.4%),-32 971 700,-99.4%,any_type,no,none,"=HYPERLINK(""https://knru.ru/catalog/zhk-id-kudrovo-ii-korpus-1-3-996340439/"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/12009"",""ссылка"")","По адресу есть, но площадь другая",1,"Архив rent 80 м² 200 000 =HYPERLINK(""https://app.worldcafe.ru/object/12009"",""ссылка"")"
617,26,17,915829351,Всеволожский,"Ленинградская, 1",52,16 790 400,200 000,У нас дешевле на 16 590 400 (98.8%),-16 590 400,-98.8%,any_type,no,none,"=HYPERLINK(""https://knru.ru/catalog/zhk-id-kudrovo-ii-korpus-1-3-915829351/"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/12009"",""ссылка"")","По адресу есть, но площадь другая",1,"Архив rent 80 м² 200 000 =HYPERLINK(""https://app.worldcafe.ru/object/12009"",""ссылка"")"
618,26,18,3,Всеволожский,"Ленинградская, 1",69,22 083 200,200 000,У нас дешевле на 21 883 200 (99.1%),-21 883 200,-99.1%,any_type,no,none,"=HYPERLINK(""https://knru.ru/catalog/zhk-id-kudrovo-ii-korpus-1-3/"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/12009"",""ссылка"")","По адресу есть, но площадь другая",1,"Архив rent 80 м² 200 000 =HYPERLINK(""https://app.worldcafe.ru/object/12009"",""ссылка"")"
619,26,19,45,Выборгский,"Светлановский пр-кт, 45",39.8,13 930 000,,,,,,no,none,"=HYPERLINK(""https://knru.ru/catalog/svetlanovskiy-pr-d-45/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
620,26,20,,Красносельский,"Ветеранов пр-кт, -",1799,400 000 000,,,,,,no,none,"=HYPERLINK(""https://knru.ru/catalog/veteranov-pr-kt-/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
621,26,21,769548466,Всеволожский,"ЖК iD Murino III , 1",92.7,31 504 400,,,,,,no,none,"=HYPERLINK(""https://knru.ru/catalog/zhk-id-murino-iii-1-769548466/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
622,26,22,520868376,Всеволожский,"ЖК iD Murino III , 1",45.8,16 012 500,,,,,,no,none,"=HYPERLINK(""https://knru.ru/catalog/zhk-id-murino-iii-1-520868376/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
623,26,23,1846742251,Всеволожский,"ЖК iD Murino III , 1",43.6,14 381 400,,,,,,no,none,"=HYPERLINK(""https://knru.ru/catalog/zhk-id-murino-iii-1-1846742251/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
624,26,24,1,Всеволожский,"ЖК iD Murino III , 1",25,8 236 800,,,,,,no,none,"=HYPERLINK(""https://knru.ru/catalog/zhk-id-murino-iii-1/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
625,27,1,1408109374,Московский,"Лиговский, 19",92,50 000 000,52 000 000,У нас дороже на 2 000 000 (4.0%),2 000 000,4.0%,sale_only,no,none,"=HYPERLINK(""https://knru.ru/catalog/ligovskiy-pr-kt-d-19-1408109374/"",""ссылка"")","=HYPERLINK(""https://app.worldcafe.ru/object/18689"",""ссылка"")",Совпало,3,"Архив rent 92.4 м² 300 000 =HYPERLINK(""https://app.worldcafe.ru/object/18689"",""ссылка"") | На сайте sale 92.4 м² 52 000 000 =HYPERLINK(""https://app.worldcafe.ru/object/18689"",""ссылка"") | Архив rent 96 м² 240 000 =HYPERLINK(""https://app.worldcafe.ru/object/11117"",""ссылка"")"
626,27,2,1209188884,Невский,"Обуховской Обороны пр-кт, 38 В",9200,1 000 000 000,,,,,,no,none,"=HYPERLINK(""https://knru.ru/catalog/pr-obukhovskoy-oborony-d-38-1209188884/"",""ссылка"")",,Нет у нас,0,Совпадений по улице+дому не найдено
